GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
943,550,eonline.com,com,30936,61924,eonline.com,com,940,550,30948,62167
944,14,b.hatena.ne.jp,jp,30932,75139,b.hatena.ne.jp,jp,951,14,30866,74998
945,551,proofpoint.com,com,30932,47387,proofpoint.com,com,950,555,30870,47513
946,552,tmz.com,com,30909,64687,tmz.com,com,939,549,30967,65147
947,553,patch.com,com,30891,64479,patch.com,com,938,548,30994,64795
948,42,cancer.gov,gov,30877,52617,cancer.gov,gov,942,42,30945,52878
949,11,amazon.ca,ca,30862,61353,amazon.ca,ca,941,11,30948,61509
950,554,popsci.com,com,30833,52865,popsci.com,com,949,554,30872,53124
951,555,click.linksynergy.com,com,30802,64286,click.linksynergy.com,com,943,551,30913,64609
952,556,patreon.com,com,30796,61113,patreon.com,com,948,553,30879,61252
953,110,khanacademy.org,org,30765,50806,khanacademy.org,org,947,110,30886,51052
954,557,nj.com,com,30746,58702,nj.com,com,953,556,30827,59056
955,3,google.pl,pl,30719,81803,google.pl,pl,954,3,30788,81888
956,558,ey.com,com,30675,48071,ey.com,com,946,552,30892,48371
957,559,rottentomatoes.com,com,30650,56518,rottentomatoes.com,com,957,559,30697,56760
958,560,herokuapp.com,com,30625,53117,herokuapp.com,com,956,558,30716,53315
959,561,athemes.com,com,30617,72926,athemes.com,com,960,560,30664,72954
960,43,dol.gov,gov,30606,54645,dol.gov,gov,958,43,30681,54781
961,111,consumerreports.org,org,30598,57241,consumerreports.org,org,963,112,30610,57420
962,562,miamiherald.com,com,30583,57159,miamiherald.com,com,966,563,30571,57278
963,563,lulu.com,com,30578,58542,lulu.com,com,955,557,30728,58866
964,564,rediff.com,com,30571,58274,rediff.com,com,961,561,30631,58442
965,4,od.ua,ua,30546,60194,od.ua,ua,967,4,30553,60177
966,565,withgoogle.com,com,30532,49836,withgoogle.com,com,1014,586,29528,48182
967,26,demon.co.uk,uk,30497,50677,demon.co.uk,uk,959,26,30681,50982
968,27,standard.co.uk,uk,30493,57111,standard.co.uk,uk,964,27,30604,57551
969,566,kaspersky.com,com,30491,49038,kaspersky.com,com,965,562,30575,49192
970,3,coe.int,int,30453,51125,coe.int,int,962,3,30631,51465
971,4,iso.ch,ch,30447,47642,iso.ch,ch,970,4,30475,47698
972,112,squid-cache.org,org,30424,48201,squid-cache.org,org,971,113,30447,48257
973,567,trello.com,com,30393,52567,trello.com,com,969,564,30485,52722
974,1,gv.at,at,30358,59528,gv.at,at,968,1,30552,60191
975,113,en.m.wikipedia.org,org,30341,54724,en.m.wikipedia.org,org,973,114,30360,54947
976,568,outlook.com,com,30338,47091,outlook.com,com,975,566,30339,47188
977,6,mn.us,us,30321,54493,mn.us,us,972,6,30405,54784
978,14,t.cn,cn,30299,80456,t.cn,cn,981,14,30210,80185
979,569,ew.com,com,30296,56848,ew.com,com,979,569,30277,57111
980,570,smashingmagazine.com,com,30266,53586,smashingmagazine.com,com,976,567,30336,53716
981,571,startribune.com,com,30256,57454,startribune.com,com,974,565,30359,57715
982,572,huawei.com,com,30228,49766,huawei.com,com,984,571,30168,49808
983,573,thestreet.com,com,30214,52368,thestreet.com,com,734,430,35094,63663
984,4,info.pl,pl,30200,61622,info.pl,pl,978,4,30290,61748
985,574,xe.com,com,30092,52372,xe.com,com,977,568,30296,52685
986,4,esa.int,int,30087,48807,esa.int,int,980,4,30247,49080
987,56,oregonstate.edu,edu,30065,50398,oregonstate.edu,edu,982,56,30184,50557
988,44,fema.gov,gov,30037,53205,fema.gov,gov,986,44,30150,53480
989,575,atlassian.com,com,30037,43681,atlassian.com,com,985,572,30155,43795
990,576,sputniknews.com,com,29982,56583,sputniknews.com,com,983,570,30182,57053
991,57,uga.edu,edu,29946,49478,uga.edu,edu,990,57,30010,49672
992,577,docker.com,com,29928,46338,docker.com,com,992,575,29948,46408
993,578,redbull.com,com,29922,52789,redbull.com,com,994,576,29921,52942
994,12,msk.ru,ru,29921,60145,msk.ru,ru,987,12,30113,60630
995,579,biblegateway.com,com,29898,60897,biblegateway.com,com,991,574,29989,61138
996,10,mpg.de,de,29883,49119,mpg.de,de,988,10,30045,49453
997,580,searchengineland.com,com,29837,53618,searchengineland.com,com,995,577,29875,53723
998,24,phpmyadmin.net,net,29813,50153,phpmyadmin.net,net,993,24,29923,50284
999,45,medlineplus.gov,gov,29810,52802,medlineplus.gov,gov,1007,45,29663,52410
1000,581,hm.com,com,29805,57781,hm.com,com,989,573,30022,58159
